iclaim_id	iclaim
tweet-sno-1200	The news you’ve all been waiting for (and we couldn’t wait to reveal 😭)… OREO x LADY GAGA packs drop today! 🎤🎶 pic.twitter.com/OPdkueC45h — OREO Cookie (@Oreo) January 28, 2021
tweet-sno-1201	"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions."" pic.twitter.com/PYQKe9Geez — Forbes (@Forbes) January 28, 2021"
tweet-sno-1202	". @JoeBiden in October: “I have this strange notion, we are a democracy … if you can’t get the votes … you can’t [legislate] by executive order unless you’re a dictator. We’re a democracy. We need consensus."" pic.twitter.com/7UotJCXSm3 — Tom Elliott (@tomselliott) January 26, 2021"
tweet-sno-1203	Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed pic.twitter.com/Bfp1psRsAJ — Rahul Shivshankar (@RShivshankar) January 26, 2021
tweet-sno-1204	Biden signed executive order today that contained a ban on the term 'China virus'. — Glen Keys (@glen_keys) January 27, 2021
tweet-sno-1205	INBOX: Former President Trump has set up an “Office of the Former President” pic.twitter.com/DSqwDCklcp — Anders Hagstrom (@Hagstrom_Anders) January 25, 2021
tweet-sno-1206	"Former President Donald Trump has officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to ""carry on the agenda of the Trump Admin. through advocacy…"" pic.twitter.com/jCyPccOntw — Aaron Parseghian (@AaronParseghian) January 25, 2021"
tweet-sno-1207	Concealing Cocaine in international shipments can be bananas: RCMP https://t.co/Dow4MmJ0TO #Kelowna pic.twitter.com/FKCQmiLM2E — Kelowna RCMP (@KelownaRCMP) January 19, 2021
tweet-sno-1208	MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS pic.twitter.com/622sQmciq4 — Benny (@bennyjohnson) January 22, 2021
tweet-sno-1209	"WATCH: Chuck Schumer accuses Donald Trump of inciting an ""erection"" pic.twitter.com/IQqKmAYG8e — Jon Levine (@LevineJonathan) January 22, 2021"
tweet-sno-1210	"Oh, dear. Schumer just said, ""Incited the erection."" And the look on his face indicates he knows he said it. pic.twitter.com/ffk4I8Nalf — Gavon Laessig (@gavonl) January 22, 2021"
tweet-sno-1211	"So, on the Senate floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising! — Robert A George (@RobGeorge) January 22, 2021"
tweet-sno-1212	"Seems like Sen. Schumer's getting a rise out of a lot of people with that ""erection"" gaffe. — Charlotte Clymer 🏳️‍🌈 (@cmclymer) January 22, 2021"
tweet-sno-1213	I am ready to declare “incited the erection” the funniest political gaffe in American history. We should build a statue to Chuck Schumer to commemorate his achievement. The statue will only be from the waist up, though, to be safe. — Matt Walsh (@MattWalshBlog) January 22, 2021
tweet-sno-1214	The Bernie meme, Schumer saying “erection” instead of “insurrection”. Good to see we can have a laugh again here in Washington. pic.twitter.com/rMvokCmS4X — Philip Crowther (@PhilipinDC) January 22, 2021
tweet-sno-1215	On MLK day, Instagram has labeled this post about MLK from MLK’s daughter as “misleading”… This is 🤬 outrageous! pic.twitter.com/ghsSGpXeGy — Devin Guillory (@databoydg) January 19, 2021
tweet-sno-1216	The MyPillow website has an active promo code “QAnon” which gets you a $45 discount. (h/t @weijia for this discovery) MyPillow CEO Mike Lindell visited the White House yesterday to meet w/ Pres Trump (45), armed with notes referencing martial law and election conspiracy theories https://t.co/Nz7jloe1ra pic.twitter.com/LAMPUOH6ic — Sara Cook (@saraecook) January 16, 2021
tweet-sno-1217	Tesla is hiring a full-time position to handle people talking shit about @elonmusk online pic.twitter.com/AeCeskwwuj — Jay Boller (@jaymboller) January 19, 2021
tweet-sno-1218	SAFETY WARNING It might be popular but do not leave #GwynethPaltrow scented candle unattended (or any candles for that matter) & always on a flame retardant surface. Failure to do so could lead to firefighters coming quickly to your home & squirting water https://t.co/QNHtgsncPW pic.twitter.com/zwsV6xicx4 — London Fire Brigade (@LondonFire) January 13, 2020
tweet-sno-1219	"Marjorie Taylor Greene's Twitter account has been suspended for 12 hours. Her statement says the ""Silicon Valley Cartel launched a multi-front attack to chill free speech in America by deplatforming President Donald Trump and purging an unknown number of conservatives"" pic.twitter.com/utvagdpLr2 — Chris Cioffi (@ReporterCioffi) January 17, 2021"
tweet-sno-1220	"Quick interview with the new Burger King logo designer: ""We explored a lot of different design territories, but kept coming back to the brand's original iconic logo when Burger King looked at its best"" – https://t.co/gV8cGHMbXH (via @dezeen ) pic.twitter.com/PD40lcJoVE — Master Prophet (@tomravenscroft) January 13, 2021"
tweet-sno-1221	I cringe knowing they throw vaccine out in NY while the rest of us are waiting. https://t.co/7ikCYku2h0 — Magic Beans🐿️ (@DeanJC420) January 13, 2021
tweet-sno-1222	Dear Clintons, You know what's deplorable? Being Impeached!!! #BasketOfDeplorables — Donald Trump Jr. (@DonaldJTrumpJr) September 10, 2016
tweet-sno-1223	jan 11 – tw cannibalism // armie hammer blood drinking cannibal sex kink dms pic.twitter.com/AoNZgvoHIm — 🌿au. (@gobIinesque) January 11, 2021
tweet-sno-1224	So the guy waving Indian Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by Vencent Xavior who later deleted it. Thread. 👇 pic.twitter.com/4jarwlOUFH — Mohammed Zubair (@zoo_bear) January 9, 2021
tweet-sno-1225	Syringe-shaped cakes are displayed for sale at Dortmund's Schuerener Backparadies bakery as Germany continues the rollout of the coronavirus vaccine. More photos of the day: https://t.co/L9XW3Y16uS 📷 Leon Kuegeler pic.twitter.com/H5j5GmiujC — Reuters Pictures (@reuterspictures) January 11, 2021
tweet-sno-1226	"“The U.S. Fish & Wildlife Service is investigating the harassment of a manatee…reported to federal authorities over the weekend discovered w/ words ""Trump"" scraped in its back …discovered in Blue Hole on the Homosassa River” (via @CitrusChronicle ) – Insurrectioning wildlife? pic.twitter.com/PvzI3pZ5Xn — 𝐄𝐱𝐚𝐯𝐢𝐞𝐫 𝐏𝐨𝐩𝐞 (@exavierpope) January 11, 2021"
tweet-sno-1227	also the newest congress member from Illinois brought up hitler in her speech and was like “hitler was right about one thing” 💀💀before the riots even started — kathy🧸 (@vincestvples) January 7, 2021
tweet-sno-1228	-Mary Miller (IL) spoke today shortly before the riots broke out, stating “Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’” https://t.co/h0Eck08ed5 — everything was beautiful and nothing hurt (@soitgoes25) January 7, 2021
tweet-sno-1229	People who broke into the Capitol Wednesday are now learning they are on No-Fly lists pending the full investigation. They are not happy about this. pic.twitter.com/5GfHo1eVU8 — Ray [REDACTED] (@RayRedacted) January 10, 2021
tweet-sno-1230	apparently a guy accidentally tasered himself in the balls and then died of a heart attack while trying to steal a painting yesterday and if we can’t all come together over how hilarious that is we may be beyond hope — karl hess (@karlhess) January 7, 2021
tweet-sno-1231	"* fraud alert * This text message is circulating in NYC, seeking to fool people into taking a call from a ""contact tracer"" asking that you ""pre-register"" for a vaccine. NYC's actual contact tracers will call you from a # beginning with 212-540-XXXX or 212-242-XXXX. [cont…] pic.twitter.com/3MzBeMJI0p — Mark D. Levine (@MarkLevineNYC) January 6, 2021"
tweet-sno-1232	Reading about how few of the rioters were arrested yesterday while storming the Capitol Building, I'm reminded that Georgia's next senator, Rev. Raphael Warnock, had been arrested so many times for peacefully protesting at the Capitol that it became a feature of his stump speech. pic.twitter.com/llyJ8LvAlT — Jacob Rubashkin (@JacobRubashkin) January 7, 2021
tweet-sno-1233	If @realDonaldTrump were to lose (he won’t) his supporters will go to work tomorrow just as we do everyday. When Biden loses, his “supporters” will likely loot and riot. Tells you everything you need to know! #Trump2020 — Tomi Lahren (@TomiLahren) November 3, 2020
tweet-sno-1234	Electoral college ballots rescued from the Senate floor. If our capable floor staff hadn’t grabbed them, they would have been burned by the mob. pic.twitter.com/2JCauUIlvg — Senator Jeff Merkley (@SenJeffMerkley) January 6, 2021
tweet-sno-1235	Here are the women – Senate aides – who had the presence of mind and courage to transport and keep safe the electoral votes before fleeing the Senate. There will always be villains. There will always be heroes. pic.twitter.com/lO0mNcHg7h — Robbin ¯_(ツ)_/¯ (@RaeMargaret61) January 7, 2021
tweet-sno-1236	Better look at the guy with the 'Camp Auschwitz' hoodie from yesterday. Not only does it feature the SS 'totenkopf', but an English translation of 'Arbeit Macht Frei'. No wiggle room, no joking here. This is who these people are. (via @MrTAchilles ) pic.twitter.com/i6zjuIAQbx — Mike Stuchbery 💀🍷 (@MikeStuchbery_) January 7, 2021
tweet-sno-1237	"This woman was maced inside the Capitol. She told me, ""It's a revolution!"" pic.twitter.com/hMKYSzrkue — Hunter Walker (@hunterw) January 6, 2021"
